video_latent_path,sync_latent_path,caption,duration,audio_path
/workspace/AVE_Dataset/AVE_processed_latents/--d2Z5qR4qQ_224res_24fps.npy,/workspace/AVE_Dataset/AVE_processed_syncs/--d2Z5qR4qQ_224res_24fps.npy,Acoustic guitar,8,/workspace/AVE_Dataset/AVE_audio_latent/--d2Z5qR4qQ.npy
/workspace/AVE_Dataset/AVE_processed_latents/--euLrzIU2Q_224res_24fps.npy,/workspace/AVE_Dataset/AVE_processed_syncs/--euLrzIU2Q_224res_24fps.npy,Mandolin,8,/workspace/AVE_Dataset/AVE_audio_latent/--euLrzIU2Q.npy
/workspace/AVE_Dataset/AVE_processed_latents/--fG9gtFqJ0_224res_24fps.npy,/workspace/AVE_Dataset/AVE_processed_syncs/--fG9gtFqJ0_224res_24fps.npy,Acoustic guitar,8,/workspace/AVE_Dataset/AVE_audio_latent/--fG9gtFqJ0.npy
/workspace/AVE_Dataset/AVE_processed_latents/--gKfbzT1VY_224res_24fps.npy,/workspace/AVE_Dataset/AVE_processed_syncs/--gKfbzT1VY_224res_24fps.npy,Truck,8,/workspace/AVE_Dataset/AVE_audio_latent/--gKfbzT1VY.npy
/workspace/AVE_Dataset/AVE_processed_latents/--iY3Bf4hDg_224res_24fps.npy,/workspace/AVE_Dataset/AVE_processed_syncs/--iY3Bf4hDg_224res_24fps.npy,"Violin, fiddle",8,/workspace/AVE_Dataset/AVE_audio_latent/--iY3Bf4hDg.npy
/workspace/AVE_Dataset/AVE_processed_latents/--ivFZu-hlc_224res_24fps.npy,/workspace/AVE_Dataset/AVE_processed_syncs/--ivFZu-hlc_224res_24fps.npy,Truck,8,/workspace/AVE_Dataset/AVE_audio_latent/--ivFZu-hlc.npy
/workspace/AVE_Dataset/AVE_processed_latents/--mMv-eQ2yQ_224res_24fps.npy,/workspace/AVE_Dataset/AVE_processed_syncs/--mMv-eQ2yQ_224res_24fps.npy,Goat,8,/workspace/AVE_Dataset/AVE_audio_latent/--mMv-eQ2yQ.npy
/workspace/AVE_Dataset/AVE_processed_latents/--qsECcA_3U_224res_24fps.npy,/workspace/AVE_Dataset/AVE_processed_syncs/--qsECcA_3U_224res_24fps.npy,Acoustic guitar,8,/workspace/AVE_Dataset/AVE_audio_latent/--qsECcA_3U.npy
/workspace/AVE_Dataset/AVE_processed_latents/--sbZ5YMSm4_224res_24fps.npy,/workspace/AVE_Dataset/AVE_processed_syncs/--sbZ5YMSm4_224res_24fps.npy,Acoustic guitar,8,/workspace/AVE_Dataset/AVE_audio_latent/--sbZ5YMSm4.npy
/workspace/AVE_Dataset/AVE_processed_latents/--vNfjUwxnc_224res_24fps.npy,/workspace/AVE_Dataset/AVE_processed_syncs/--vNfjUwxnc_224res_24fps.npy,Acoustic guitar,8,/workspace/AVE_Dataset/AVE_audio_latent/--vNfjUwxnc.npy
/workspace/AVE_Dataset/AVE_processed_latents/--zF7ruOot0_224res_24fps.npy,/workspace/AVE_Dataset/AVE_processed_syncs/--zF7ruOot0_224res_24fps.npy,Acoustic guitar,8,/workspace/AVE_Dataset/AVE_audio_latent/--zF7ruOot0.npy
/workspace/AVE_Dataset/AVE_processed_latents/-03879e6MhU_224res_24fps.npy,/workspace/AVE_Dataset/AVE_processed_syncs/-03879e6MhU_224res_24fps.npy,Acoustic guitar,8,/workspace/AVE_Dataset/AVE_audio_latent/-03879e6MhU.npy
/workspace/AVE_Dataset/AVE_processed_latents/-09uCtwZOF0_224res_24fps.npy,/workspace/AVE_Dataset/AVE_processed_syncs/-09uCtwZOF0_224res_24fps.npy,Acoustic guitar,8,/workspace/AVE_Dataset/AVE_audio_latent/-09uCtwZOF0.npy
/workspace/AVE_Dataset/AVE_processed_latents/-0B_CYyG5Dg_224res_24fps.npy,/workspace/AVE_Dataset/AVE_processed_syncs/-0B_CYyG5Dg_224res_24fps.npy,Truck,8,/workspace/AVE_Dataset/AVE_audio_latent/-0B_CYyG5Dg.npy
/workspace/AVE_Dataset/AVE_processed_latents/-0Ghd8lbOmI_224res_24fps.npy,/workspace/AVE_Dataset/AVE_processed_syncs/-0Ghd8lbOmI_224res_24fps.npy,Acoustic guitar,8,/workspace/AVE_Dataset/AVE_audio_latent/-0Ghd8lbOmI.npy
/workspace/AVE_Dataset/AVE_processed_latents/-0Hf2I8AFI8_224res_24fps.npy,/workspace/AVE_Dataset/AVE_processed_syncs/-0Hf2I8AFI8_224res_24fps.npy,Truck,8,/workspace/AVE_Dataset/AVE_audio_latent/-0Hf2I8AFI8.npy
/workspace/AVE_Dataset/AVE_processed_latents/-0IpBrwQDUA_224res_24fps.npy,/workspace/AVE_Dataset/AVE_processed_syncs/-0IpBrwQDUA_224res_24fps.npy,Acoustic guitar,8,/workspace/AVE_Dataset/AVE_audio_latent/-0IpBrwQDUA.npy
/workspace/AVE_Dataset/AVE_processed_latents/-0JqTq_4jaE_224res_24fps.npy,/workspace/AVE_Dataset/AVE_processed_syncs/-0JqTq_4jaE_224res_24fps.npy,Truck,8,/workspace/AVE_Dataset/AVE_audio_latent/-0JqTq_4jaE.npy
/workspace/AVE_Dataset/AVE_processed_latents/-0MrEZKJ5MQ_224res_24fps.npy,/workspace/AVE_Dataset/AVE_processed_syncs/-0MrEZKJ5MQ_224res_24fps.npy,Truck,8,/workspace/AVE_Dataset/AVE_audio_latent/-0MrEZKJ5MQ.npy
/workspace/AVE_Dataset/AVE_processed_latents/-0O7GsELcIQ_224res_24fps.npy,/workspace/AVE_Dataset/AVE_processed_syncs/-0O7GsELcIQ_224res_24fps.npy,"Male speech, man speaking",8,/workspace/AVE_Dataset/AVE_audio_latent/-0O7GsELcIQ.npy
/workspace/AVE_Dataset/AVE_processed_latents/-0P3vxYiblU_224res_24fps.npy,/workspace/AVE_Dataset/AVE_processed_syncs/-0P3vxYiblU_224res_24fps.npy,Acoustic guitar,8,/workspace/AVE_Dataset/AVE_audio_latent/-0P3vxYiblU.npy
/workspace/AVE_Dataset/AVE_processed_latents/-0SMihT1X90_224res_24fps.npy,/workspace/AVE_Dataset/AVE_processed_syncs/-0SMihT1X90_224res_24fps.npy,Mandolin,8,/workspace/AVE_Dataset/AVE_audio_latent/-0SMihT1X90.npy
/workspace/AVE_Dataset/AVE_processed_latents/-0TTFAArJ9k_224res_24fps.npy,/workspace/AVE_Dataset/AVE_processed_syncs/-0TTFAArJ9k_224res_24fps.npy,Horse,8,/workspace/AVE_Dataset/AVE_audio_latent/-0TTFAArJ9k.npy
/workspace/AVE_Dataset/AVE_processed_latents/-0WZoijgWto_224res_24fps.npy,/workspace/AVE_Dataset/AVE_processed_syncs/-0WZoijgWto_224res_24fps.npy,Acoustic guitar,8,/workspace/AVE_Dataset/AVE_audio_latent/-0WZoijgWto.npy
/workspace/AVE_Dataset/AVE_processed_latents/-0X1juZHG6I_224res_24fps.npy,/workspace/AVE_Dataset/AVE_processed_syncs/-0X1juZHG6I_224res_24fps.npy,Toilet flush,8,/workspace/AVE_Dataset/AVE_audio_latent/-0X1juZHG6I.npy
/workspace/AVE_Dataset/AVE_processed_latents/-0h43imMMzg_224res_24fps.npy,/workspace/AVE_Dataset/AVE_processed_syncs/-0h43imMMzg_224res_24fps.npy,Acoustic guitar,8,/workspace/AVE_Dataset/AVE_audio_latent/-0h43imMMzg.npy
/workspace/AVE_Dataset/AVE_processed_latents/-0oPui2fiaE_224res_24fps.npy,/workspace/AVE_Dataset/AVE_processed_syncs/-0oPui2fiaE_224res_24fps.npy,Acoustic guitar,8,/workspace/AVE_Dataset/AVE_audio_latent/-0oPui2fiaE.npy
/workspace/AVE_Dataset/AVE_processed_latents/-0oSwiPKEj8_224res_24fps.npy,/workspace/AVE_Dataset/AVE_processed_syncs/-0oSwiPKEj8_224res_24fps.npy,"Violin, fiddle",8,/workspace/AVE_Dataset/AVE_audio_latent/-0oSwiPKEj8.npy
/workspace/AVE_Dataset/AVE_processed_latents/-0pPRv4nAWM_224res_24fps.npy,/workspace/AVE_Dataset/AVE_processed_syncs/-0pPRv4nAWM_224res_24fps.npy,Acoustic guitar,8,/workspace/AVE_Dataset/AVE_audio_latent/-0pPRv4nAWM.npy
/workspace/AVE_Dataset/AVE_processed_latents/-0vhmXOg0Lc_224res_24fps.npy,/workspace/AVE_Dataset/AVE_processed_syncs/-0vhmXOg0Lc_224res_24fps.npy,Acoustic guitar,8,/workspace/AVE_Dataset/AVE_audio_latent/-0vhmXOg0Lc.npy
/workspace/AVE_Dataset/AVE_processed_latents/-11GfJ6UFV8_224res_24fps.npy,/workspace/AVE_Dataset/AVE_processed_syncs/-11GfJ6UFV8_224res_24fps.npy,Acoustic guitar,8,/workspace/AVE_Dataset/AVE_audio_latent/-11GfJ6UFV8.npy
/workspace/AVE_Dataset/AVE_processed_latents/-12PNUDVUjA_224res_24fps.npy,/workspace/AVE_Dataset/AVE_processed_syncs/-12PNUDVUjA_224res_24fps.npy,Acoustic guitar,8,/workspace/AVE_Dataset/AVE_audio_latent/-12PNUDVUjA.npy
/workspace/AVE_Dataset/AVE_processed_latents/-12Z-4hvmyU_224res_24fps.npy,/workspace/AVE_Dataset/AVE_processed_syncs/-12Z-4hvmyU_224res_24fps.npy,Bus,8,/workspace/AVE_Dataset/AVE_audio_latent/-12Z-4hvmyU.npy
/workspace/AVE_Dataset/AVE_processed_latents/-15_ujUhjGs_224res_24fps.npy,/workspace/AVE_Dataset/AVE_processed_syncs/-15_ujUhjGs_224res_24fps.npy,"Female speech, woman speaking",8,/workspace/AVE_Dataset/AVE_audio_latent/-15_ujUhjGs.npy
/workspace/AVE_Dataset/AVE_processed_latents/-1B3CzpiW1M_224res_24fps.npy,/workspace/AVE_Dataset/AVE_processed_syncs/-1B3CzpiW1M_224res_24fps.npy,Truck,8,/workspace/AVE_Dataset/AVE_audio_latent/-1B3CzpiW1M.npy
/workspace/AVE_Dataset/AVE_processed_latents/-1Cc2sNYNIs_224res_24fps.npy,/workspace/AVE_Dataset/AVE_processed_syncs/-1Cc2sNYNIs_224res_24fps.npy,Acoustic guitar,8,/workspace/AVE_Dataset/AVE_audio_latent/-1Cc2sNYNIs.npy
/workspace/AVE_Dataset/AVE_processed_latents/-1Fcf1ifAho_224res_24fps.npy,/workspace/AVE_Dataset/AVE_processed_syncs/-1Fcf1ifAho_224res_24fps.npy,Acoustic guitar,8,/workspace/AVE_Dataset/AVE_audio_latent/-1Fcf1ifAho.npy
/workspace/AVE_Dataset/AVE_processed_latents/-1Gj9qjFRVk_224res_24fps.npy,/workspace/AVE_Dataset/AVE_processed_syncs/-1Gj9qjFRVk_224res_24fps.npy,Acoustic guitar,8,/workspace/AVE_Dataset/AVE_audio_latent/-1Gj9qjFRVk.npy
/workspace/AVE_Dataset/AVE_processed_latents/-1I7Ku2GAZo_224res_24fps.npy,/workspace/AVE_Dataset/AVE_processed_syncs/-1I7Ku2GAZo_224res_24fps.npy,"Violin, fiddle",8,/workspace/AVE_Dataset/AVE_audio_latent/-1I7Ku2GAZo.npy
/workspace/AVE_Dataset/AVE_processed_latents/-1IQfWwrPbc_224res_24fps.npy,/workspace/AVE_Dataset/AVE_processed_syncs/-1IQfWwrPbc_224res_24fps.npy,Frying (food),8,/workspace/AVE_Dataset/AVE_audio_latent/-1IQfWwrPbc.npy
/workspace/AVE_Dataset/AVE_processed_latents/-1JFNN8DtuA_224res_24fps.npy,/workspace/AVE_Dataset/AVE_processed_syncs/-1JFNN8DtuA_224res_24fps.npy,Mandolin,8,/workspace/AVE_Dataset/AVE_audio_latent/-1JFNN8DtuA.npy
/workspace/AVE_Dataset/AVE_processed_latents/-1NiUjILyBE_224res_24fps.npy,/workspace/AVE_Dataset/AVE_processed_syncs/-1NiUjILyBE_224res_24fps.npy,Ukulele,8,/workspace/AVE_Dataset/AVE_audio_latent/-1NiUjILyBE.npy
/workspace/AVE_Dataset/AVE_processed_latents/-1P74acOb3c_224res_24fps.npy,/workspace/AVE_Dataset/AVE_processed_syncs/-1P74acOb3c_224res_24fps.npy,Banjo,8,/workspace/AVE_Dataset/AVE_audio_latent/-1P74acOb3c.npy
/workspace/AVE_Dataset/AVE_processed_latents/-1Q21cZhHDE_224res_24fps.npy,/workspace/AVE_Dataset/AVE_processed_syncs/-1Q21cZhHDE_224res_24fps.npy,Truck,8,/workspace/AVE_Dataset/AVE_audio_latent/-1Q21cZhHDE.npy
/workspace/AVE_Dataset/AVE_processed_latents/-1UKhxopZpk_224res_24fps.npy,/workspace/AVE_Dataset/AVE_processed_syncs/-1UKhxopZpk_224res_24fps.npy,Flute,8,/workspace/AVE_Dataset/AVE_audio_latent/-1UKhxopZpk.npy
/workspace/AVE_Dataset/AVE_processed_latents/-1UcysYcIKg_224res_24fps.npy,/workspace/AVE_Dataset/AVE_processed_syncs/-1UcysYcIKg_224res_24fps.npy,"Male speech, man speaking",8,/workspace/AVE_Dataset/AVE_audio_latent/-1UcysYcIKg.npy
/workspace/AVE_Dataset/AVE_processed_latents/-1WgjQJ8ZqQ_224res_24fps.npy,/workspace/AVE_Dataset/AVE_processed_syncs/-1WgjQJ8ZqQ_224res_24fps.npy,Acoustic guitar,8,/workspace/AVE_Dataset/AVE_audio_latent/-1WgjQJ8ZqQ.npy
/workspace/AVE_Dataset/AVE_processed_latents/-1XBP-nZ1bQ_224res_24fps.npy,/workspace/AVE_Dataset/AVE_processed_syncs/-1XBP-nZ1bQ_224res_24fps.npy,Acoustic guitar,8,/workspace/AVE_Dataset/AVE_audio_latent/-1XBP-nZ1bQ.npy
/workspace/AVE_Dataset/AVE_processed_latents/-1aWxeEKXZw_224res_24fps.npy,/workspace/AVE_Dataset/AVE_processed_syncs/-1aWxeEKXZw_224res_24fps.npy,"Baby cry, infant cry",8,/workspace/AVE_Dataset/AVE_audio_latent/-1aWxeEKXZw.npy
/workspace/AVE_Dataset/AVE_processed_latents/-1bPo4d-3Z0_224res_24fps.npy,/workspace/AVE_Dataset/AVE_processed_syncs/-1bPo4d-3Z0_224res_24fps.npy,Acoustic guitar,8,/workspace/AVE_Dataset/AVE_audio_latent/-1bPo4d-3Z0.npy
/workspace/AVE_Dataset/AVE_processed_latents/-1gVjWtwVrU_224res_24fps.npy,/workspace/AVE_Dataset/AVE_processed_syncs/-1gVjWtwVrU_224res_24fps.npy,"Female speech, woman speaking",8,/workspace/AVE_Dataset/AVE_audio_latent/-1gVjWtwVrU.npy
/workspace/AVE_Dataset/AVE_processed_latents/-1idZtsYyTc_224res_24fps.npy,/workspace/AVE_Dataset/AVE_processed_syncs/-1idZtsYyTc_224res_24fps.npy,"Violin, fiddle",8,/workspace/AVE_Dataset/AVE_audio_latent/-1idZtsYyTc.npy
/workspace/AVE_Dataset/AVE_processed_latents/-1k1cir4qIc_224res_24fps.npy,/workspace/AVE_Dataset/AVE_processed_syncs/-1k1cir4qIc_224res_24fps.npy,Acoustic guitar,8,/workspace/AVE_Dataset/AVE_audio_latent/-1k1cir4qIc.npy
/workspace/AVE_Dataset/AVE_processed_latents/-1mhTVA9zqU_224res_24fps.npy,/workspace/AVE_Dataset/AVE_processed_syncs/-1mhTVA9zqU_224res_24fps.npy,Helicopter,8,/workspace/AVE_Dataset/AVE_audio_latent/-1mhTVA9zqU.npy
/workspace/AVE_Dataset/AVE_processed_latents/-1oRfe0FQI8_224res_24fps.npy,/workspace/AVE_Dataset/AVE_processed_syncs/-1oRfe0FQI8_224res_24fps.npy,Train horn,8,/workspace/AVE_Dataset/AVE_audio_latent/-1oRfe0FQI8.npy
/workspace/AVE_Dataset/AVE_processed_latents/-1oiBXgssuE_224res_24fps.npy,/workspace/AVE_Dataset/AVE_processed_syncs/-1oiBXgssuE_224res_24fps.npy,Ukulele,8,/workspace/AVE_Dataset/AVE_audio_latent/-1oiBXgssuE.npy
/workspace/AVE_Dataset/AVE_processed_latents/-1q0XHPxqe8_224res_24fps.npy,/workspace/AVE_Dataset/AVE_processed_syncs/-1q0XHPxqe8_224res_24fps.npy,"Race car, auto racing",8,/workspace/AVE_Dataset/AVE_audio_latent/-1q0XHPxqe8.npy
/workspace/AVE_Dataset/AVE_processed_latents/-1qyr-IzqKY_224res_24fps.npy,/workspace/AVE_Dataset/AVE_processed_syncs/-1qyr-IzqKY_224res_24fps.npy,Accordion,8,/workspace/AVE_Dataset/AVE_audio_latent/-1qyr-IzqKY.npy
/workspace/AVE_Dataset/AVE_processed_latents/-1rxHcRCiDo_224res_24fps.npy,/workspace/AVE_Dataset/AVE_processed_syncs/-1rxHcRCiDo_224res_24fps.npy,Acoustic guitar,8,/workspace/AVE_Dataset/AVE_audio_latent/-1rxHcRCiDo.npy
/workspace/AVE_Dataset/AVE_processed_latents/-1s0DWApvT8_224res_24fps.npy,/workspace/AVE_Dataset/AVE_processed_syncs/-1s0DWApvT8_224res_24fps.npy,Truck,8,/workspace/AVE_Dataset/AVE_audio_latent/-1s0DWApvT8.npy
/workspace/AVE_Dataset/AVE_processed_latents/-1v35Pyt2v8_224res_24fps.npy,/workspace/AVE_Dataset/AVE_processed_syncs/-1v35Pyt2v8_224res_24fps.npy,Acoustic guitar,8,/workspace/AVE_Dataset/AVE_audio_latent/-1v35Pyt2v8.npy
/workspace/AVE_Dataset/AVE_processed_latents/-1wShjRIMEI_224res_24fps.npy,/workspace/AVE_Dataset/AVE_processed_syncs/-1wShjRIMEI_224res_24fps.npy,Acoustic guitar,8,/workspace/AVE_Dataset/AVE_audio_latent/-1wShjRIMEI.npy
/workspace/AVE_Dataset/AVE_processed_latents/-1z0upPQSRU_224res_24fps.npy,/workspace/AVE_Dataset/AVE_processed_syncs/-1z0upPQSRU_224res_24fps.npy,Acoustic guitar,8,/workspace/AVE_Dataset/AVE_audio_latent/-1z0upPQSRU.npy
/workspace/AVE_Dataset/AVE_processed_latents/-2-sma5HfXo_224res_24fps.npy,/workspace/AVE_Dataset/AVE_processed_syncs/-2-sma5HfXo_224res_24fps.npy,Banjo,8,/workspace/AVE_Dataset/AVE_audio_latent/-2-sma5HfXo.npy
/workspace/AVE_Dataset/AVE_processed_latents/-24upzjhJkE_224res_24fps.npy,/workspace/AVE_Dataset/AVE_processed_syncs/-24upzjhJkE_224res_24fps.npy,Horse,8,/workspace/AVE_Dataset/AVE_audio_latent/-24upzjhJkE.npy
/workspace/AVE_Dataset/AVE_processed_latents/-24v8ZteFC8_224res_24fps.npy,/workspace/AVE_Dataset/AVE_processed_syncs/-24v8ZteFC8_224res_24fps.npy,"Violin, fiddle",8,/workspace/AVE_Dataset/AVE_audio_latent/-24v8ZteFC8.npy
/workspace/AVE_Dataset/AVE_processed_latents/-26ansJluVo_224res_24fps.npy,/workspace/AVE_Dataset/AVE_processed_syncs/-26ansJluVo_224res_24fps.npy,Truck,8,/workspace/AVE_Dataset/AVE_audio_latent/-26ansJluVo.npy
/workspace/AVE_Dataset/AVE_processed_latents/-280mIOJVUg_224res_24fps.npy,/workspace/AVE_Dataset/AVE_processed_syncs/-280mIOJVUg_224res_24fps.npy,"Violin, fiddle",8,/workspace/AVE_Dataset/AVE_audio_latent/-280mIOJVUg.npy
/workspace/AVE_Dataset/AVE_processed_latents/-2Akp1TIzTs_224res_24fps.npy,/workspace/AVE_Dataset/AVE_processed_syncs/-2Akp1TIzTs_224res_24fps.npy,"Violin, fiddle",8,/workspace/AVE_Dataset/AVE_audio_latent/-2Akp1TIzTs.npy
/workspace/AVE_Dataset/AVE_processed_latents/-2BP7NAkFLk_224res_24fps.npy,/workspace/AVE_Dataset/AVE_processed_syncs/-2BP7NAkFLk_224res_24fps.npy,Acoustic guitar,8,/workspace/AVE_Dataset/AVE_audio_latent/-2BP7NAkFLk.npy
/workspace/AVE_Dataset/AVE_processed_latents/-2BR7sVLPCE_224res_24fps.npy,/workspace/AVE_Dataset/AVE_processed_syncs/-2BR7sVLPCE_224res_24fps.npy,Cat,8,/workspace/AVE_Dataset/AVE_audio_latent/-2BR7sVLPCE.npy
/workspace/AVE_Dataset/AVE_processed_latents/-2C9ZpNhIvg_224res_24fps.npy,/workspace/AVE_Dataset/AVE_processed_syncs/-2C9ZpNhIvg_224res_24fps.npy,Toilet flush,8,/workspace/AVE_Dataset/AVE_audio_latent/-2C9ZpNhIvg.npy
/workspace/AVE_Dataset/AVE_processed_latents/-2FVPRdbLdA_224res_24fps.npy,/workspace/AVE_Dataset/AVE_processed_syncs/-2FVPRdbLdA_224res_24fps.npy,Toilet flush,8,/workspace/AVE_Dataset/AVE_audio_latent/-2FVPRdbLdA.npy
/workspace/AVE_Dataset/AVE_processed_latents/-2HeDmvtT5M_224res_24fps.npy,/workspace/AVE_Dataset/AVE_processed_syncs/-2HeDmvtT5M_224res_24fps.npy,Acoustic guitar,8,/workspace/AVE_Dataset/AVE_audio_latent/-2HeDmvtT5M.npy
/workspace/AVE_Dataset/AVE_processed_latents/-2JaPqD9rIY_224res_24fps.npy,/workspace/AVE_Dataset/AVE_processed_syncs/-2JaPqD9rIY_224res_24fps.npy,Ukulele,8,/workspace/AVE_Dataset/AVE_audio_latent/-2JaPqD9rIY.npy
/workspace/AVE_Dataset/AVE_processed_latents/-2NBZUCcvm0_224res_24fps.npy,/workspace/AVE_Dataset/AVE_processed_syncs/-2NBZUCcvm0_224res_24fps.npy,Truck,8,/workspace/AVE_Dataset/AVE_audio_latent/-2NBZUCcvm0.npy
/workspace/AVE_Dataset/AVE_processed_latents/-2RgOtEurSs_224res_24fps.npy,/workspace/AVE_Dataset/AVE_processed_syncs/-2RgOtEurSs_224res_24fps.npy,Acoustic guitar,8,/workspace/AVE_Dataset/AVE_audio_latent/-2RgOtEurSs.npy
/workspace/AVE_Dataset/AVE_processed_latents/-2TWQG-UIug_224res_24fps.npy,/workspace/AVE_Dataset/AVE_processed_syncs/-2TWQG-UIug_224res_24fps.npy,Horse,8,/workspace/AVE_Dataset/AVE_audio_latent/-2TWQG-UIug.npy
/workspace/AVE_Dataset/AVE_processed_latents/-2TjevpJuAs_224res_24fps.npy,/workspace/AVE_Dataset/AVE_processed_syncs/-2TjevpJuAs_224res_24fps.npy,Acoustic guitar,8,/workspace/AVE_Dataset/AVE_audio_latent/-2TjevpJuAs.npy
/workspace/AVE_Dataset/AVE_processed_latents/-2Z4tIHnFOY_224res_24fps.npy,/workspace/AVE_Dataset/AVE_processed_syncs/-2Z4tIHnFOY_224res_24fps.npy,"Violin, fiddle",8,/workspace/AVE_Dataset/AVE_audio_latent/-2Z4tIHnFOY.npy
/workspace/AVE_Dataset/AVE_processed_latents/-2c0AbqlqT8_224res_24fps.npy,/workspace/AVE_Dataset/AVE_processed_syncs/-2c0AbqlqT8_224res_24fps.npy,Acoustic guitar,8,/workspace/AVE_Dataset/AVE_audio_latent/-2c0AbqlqT8.npy
/workspace/AVE_Dataset/AVE_processed_latents/-2ijQCslgj0_224res_24fps.npy,/workspace/AVE_Dataset/AVE_processed_syncs/-2ijQCslgj0_224res_24fps.npy,"Violin, fiddle",8,/workspace/AVE_Dataset/AVE_audio_latent/-2ijQCslgj0.npy
/workspace/AVE_Dataset/AVE_processed_latents/-2je75-0KNA_224res_24fps.npy,/workspace/AVE_Dataset/AVE_processed_syncs/-2je75-0KNA_224res_24fps.npy,Acoustic guitar,8,/workspace/AVE_Dataset/AVE_audio_latent/-2je75-0KNA.npy
/workspace/AVE_Dataset/AVE_processed_latents/-2kErLFAk5k_224res_24fps.npy,/workspace/AVE_Dataset/AVE_processed_syncs/-2kErLFAk5k_224res_24fps.npy,Cat,8,/workspace/AVE_Dataset/AVE_audio_latent/-2kErLFAk5k.npy
/workspace/AVE_Dataset/AVE_processed_latents/-2mdF47kZ2o_224res_24fps.npy,/workspace/AVE_Dataset/AVE_processed_syncs/-2mdF47kZ2o_224res_24fps.npy,"Male speech, man speaking",8,/workspace/AVE_Dataset/AVE_audio_latent/-2mdF47kZ2o.npy
/workspace/AVE_Dataset/AVE_processed_latents/-2ojh56BlSQ_224res_24fps.npy,/workspace/AVE_Dataset/AVE_processed_syncs/-2ojh56BlSQ_224res_24fps.npy,Acoustic guitar,8,/workspace/AVE_Dataset/AVE_audio_latent/-2ojh56BlSQ.npy
/workspace/AVE_Dataset/AVE_processed_latents/-2q6kuuOdB0_224res_24fps.npy,/workspace/AVE_Dataset/AVE_processed_syncs/-2q6kuuOdB0_224res_24fps.npy,Acoustic guitar,8,/workspace/AVE_Dataset/AVE_audio_latent/-2q6kuuOdB0.npy
/workspace/AVE_Dataset/AVE_processed_latents/-2xvB13pgTY_224res_24fps.npy,/workspace/AVE_Dataset/AVE_processed_syncs/-2xvB13pgTY_224res_24fps.npy,"Male speech, man speaking",8,/workspace/AVE_Dataset/AVE_audio_latent/-2xvB13pgTY.npy
