video_latent_path,caption,duration,audio_path
/workspace/AVE_Datasetori/AVE_latents/Stq3c1JLRXQ_126res_24fps.npy,Clock,10.00780045351474,/workspace/AVE_Datasetori/AVE_audio_latent/Stq3c1JLRXQ_126res_24fps.npy
/workspace/AVE_Datasetori/AVE_latents/SzDNOcKjv0w_126res_24fps.npy,"Rodents, rats, mice",10.00780045351474,/workspace/AVE_Datasetori/AVE_audio_latent/SzDNOcKjv0w_126res_24fps.npy
/workspace/AVE_Datasetori/AVE_latents/T0VG1tFyQqk_126res_24fps.npy,"Rodents, rats, mice",10.00780045351474,/workspace/AVE_Datasetori/AVE_audio_latent/T0VG1tFyQqk_126res_24fps.npy
/workspace/AVE_Datasetori/AVE_latents/T192PyU-mko_126res_24fps.npy,Clock,10.00780045351474,/workspace/AVE_Datasetori/AVE_audio_latent/T192PyU-mko_126res_24fps.npy
/workspace/AVE_Datasetori/AVE_latents/T2racTSEOUc_126res_24fps.npy,Clock,10.00780045351474,/workspace/AVE_Datasetori/AVE_audio_latent/T2racTSEOUc_126res_24fps.npy
/workspace/AVE_Datasetori/AVE_latents/TBwH_C_q0KI_126res_24fps.npy,Clock,10.00780045351474,/workspace/AVE_Datasetori/AVE_audio_latent/TBwH_C_q0KI_126res_24fps.npy
/workspace/AVE_Datasetori/AVE_latents/TEAHz5kw8dM_126res_24fps.npy,Church bell,10.00780045351474,/workspace/AVE_Datasetori/AVE_audio_latent/TEAHz5kw8dM_126res_24fps.npy
/workspace/AVE_Datasetori/AVE_latents/TEy5H1Pe7ck_126res_24fps.npy,Shofar,10.00780045351474,/workspace/AVE_Datasetori/AVE_audio_latent/TEy5H1Pe7ck_126res_24fps.npy
/workspace/AVE_Datasetori/AVE_latents/THcQKnqD3_Y_126res_24fps.npy,Clock,10.00780045351474,/workspace/AVE_Datasetori/AVE_audio_latent/THcQKnqD3_Y_126res_24fps.npy
/workspace/AVE_Datasetori/AVE_latents/TIeB9Ys55KM_126res_24fps.npy,Clock,10.00780045351474,/workspace/AVE_Datasetori/AVE_audio_latent/TIeB9Ys55KM_126res_24fps.npy
/workspace/AVE_Datasetori/AVE_latents/TKd9459xiBk_126res_24fps.npy,Church bell,10.00780045351474,/workspace/AVE_Datasetori/AVE_audio_latent/TKd9459xiBk_126res_24fps.npy
/workspace/AVE_Datasetori/AVE_latents/TTYevyM_tUw_126res_24fps.npy,Church bell,10.00780045351474,/workspace/AVE_Datasetori/AVE_audio_latent/TTYevyM_tUw_126res_24fps.npy
/workspace/AVE_Datasetori/AVE_latents/TVUQoCs9fQk_126res_24fps.npy,Shofar,10.00780045351474,/workspace/AVE_Datasetori/AVE_audio_latent/TVUQoCs9fQk_126res_24fps.npy
/workspace/AVE_Datasetori/AVE_latents/Tc1822d78oA_126res_24fps.npy,Church bell,10.00780045351474,/workspace/AVE_Datasetori/AVE_audio_latent/Tc1822d78oA_126res_24fps.npy
/workspace/AVE_Datasetori/AVE_latents/TiUhiac-h9g_126res_24fps.npy,"Rodents, rats, mice",10.00780045351474,/workspace/AVE_Datasetori/AVE_audio_latent/TiUhiac-h9g_126res_24fps.npy
/workspace/AVE_Datasetori/AVE_latents/TlOn_lpCm18_126res_24fps.npy,"Rodents, rats, mice",10.00780045351474,/workspace/AVE_Datasetori/AVE_audio_latent/TlOn_lpCm18_126res_24fps.npy
/workspace/AVE_Datasetori/AVE_latents/TnHgoYkQNJw_126res_24fps.npy,"Rodents, rats, mice",10.00780045351474,/workspace/AVE_Datasetori/AVE_audio_latent/TnHgoYkQNJw_126res_24fps.npy
/workspace/AVE_Datasetori/AVE_latents/TqDLxzFAqJU_126res_24fps.npy,"Rodents, rats, mice",10.00780045351474,/workspace/AVE_Datasetori/AVE_audio_latent/TqDLxzFAqJU_126res_24fps.npy
/workspace/AVE_Datasetori/AVE_latents/TqF9Sx4H80k_126res_24fps.npy,"Rodents, rats, mice",10.00780045351474,/workspace/AVE_Datasetori/AVE_audio_latent/TqF9Sx4H80k_126res_24fps.npy
/workspace/AVE_Datasetori/AVE_latents/Ttqaq9OhRZ4_126res_24fps.npy,Church bell,10.00780045351474,/workspace/AVE_Datasetori/AVE_audio_latent/Ttqaq9OhRZ4_126res_24fps.npy
/workspace/AVE_Datasetori/AVE_latents/U4nhmciONvk_126res_24fps.npy,Clock,10.00780045351474,/workspace/AVE_Datasetori/AVE_audio_latent/U4nhmciONvk_126res_24fps.npy
/workspace/AVE_Datasetori/AVE_latents/U7d-AI8lyaw_126res_24fps.npy,Clock,10.00780045351474,/workspace/AVE_Datasetori/AVE_audio_latent/U7d-AI8lyaw_126res_24fps.npy
/workspace/AVE_Datasetori/AVE_latents/US_NJY_cGqw_126res_24fps.npy,"Rodents, rats, mice",10.00780045351474,/workspace/AVE_Datasetori/AVE_audio_latent/US_NJY_cGqw_126res_24fps.npy
/workspace/AVE_Datasetori/AVE_latents/UtnGtAYOPgM_126res_24fps.npy,"Rodents, rats, mice",10.00780045351474,/workspace/AVE_Datasetori/AVE_audio_latent/UtnGtAYOPgM_126res_24fps.npy
/workspace/AVE_Datasetori/AVE_latents/V4oMJ55Y0tQ_126res_24fps.npy,"Rodents, rats, mice",10.00780045351474,/workspace/AVE_Datasetori/AVE_audio_latent/V4oMJ55Y0tQ_126res_24fps.npy
/workspace/AVE_Datasetori/AVE_latents/V8jbmbQk0yI_126res_24fps.npy,Church bell,10.00780045351474,/workspace/AVE_Datasetori/AVE_audio_latent/V8jbmbQk0yI_126res_24fps.npy
/workspace/AVE_Datasetori/AVE_latents/VWi2ENBuTbw_126res_24fps.npy,Church bell,10.00780045351474,/workspace/AVE_Datasetori/AVE_audio_latent/VWi2ENBuTbw_126res_24fps.npy
/workspace/AVE_Datasetori/AVE_latents/WBdWZGDIQ5E_126res_24fps.npy,Church bell,10.01283446712018,/workspace/AVE_Datasetori/AVE_audio_latent/WBdWZGDIQ5E_126res_24fps.npy
/workspace/AVE_Datasetori/AVE_latents/WE5ZhKSq90Q_126res_24fps.npy,Shofar,10.00780045351474,/workspace/AVE_Datasetori/AVE_audio_latent/WE5ZhKSq90Q_126res_24fps.npy
/workspace/AVE_Datasetori/AVE_latents/WM5R44UMLq0_126res_24fps.npy,Church bell,10.004580498866213,/workspace/AVE_Datasetori/AVE_audio_latent/WM5R44UMLq0_126res_24fps.npy
/workspace/AVE_Datasetori/AVE_latents/WRLHOSi9uwU_126res_24fps.npy,Church bell,10.010793650793651,/workspace/AVE_Datasetori/AVE_audio_latent/WRLHOSi9uwU_126res_24fps.npy
/workspace/AVE_Datasetori/AVE_latents/WSoieiTdQRs_126res_24fps.npy,"Rodents, rats, mice",10.00780045351474,/workspace/AVE_Datasetori/AVE_audio_latent/WSoieiTdQRs_126res_24fps.npy
/workspace/AVE_Datasetori/AVE_latents/WW8Scmk5YsM_126res_24fps.npy,Church bell,10.00780045351474,/workspace/AVE_Datasetori/AVE_audio_latent/WW8Scmk5YsM_126res_24fps.npy
/workspace/AVE_Datasetori/AVE_latents/Wlx6cREoAo4_126res_24fps.npy,Church bell,10.00780045351474,/workspace/AVE_Datasetori/AVE_audio_latent/Wlx6cREoAo4_126res_24fps.npy
/workspace/AVE_Datasetori/AVE_latents/XGVkq0Kl2aw_126res_24fps.npy,Church bell,10.00780045351474,/workspace/AVE_Datasetori/AVE_audio_latent/XGVkq0Kl2aw_126res_24fps.npy
/workspace/AVE_Datasetori/AVE_latents/XK6D6pTotPM_126res_24fps.npy,Church bell,10.00780045351474,/workspace/AVE_Datasetori/AVE_audio_latent/XK6D6pTotPM_126res_24fps.npy
/workspace/AVE_Datasetori/AVE_latents/XKQH1j7iVtA_126res_24fps.npy,Shofar,10.00780045351474,/workspace/AVE_Datasetori/AVE_audio_latent/XKQH1j7iVtA_126res_24fps.npy
/workspace/AVE_Datasetori/AVE_latents/XPOmFzI3d_4_126res_24fps.npy,"Rodents, rats, mice",10.00780045351474,/workspace/AVE_Datasetori/AVE_audio_latent/XPOmFzI3d_4_126res_24fps.npy
/workspace/AVE_Datasetori/AVE_latents/XR0EgZreEio_126res_24fps.npy,Church bell,10.00780045351474,/workspace/AVE_Datasetori/AVE_audio_latent/XR0EgZreEio_126res_24fps.npy
/workspace/AVE_Datasetori/AVE_latents/Xoz7A7C6-a8_126res_24fps.npy,Shofar,10.00780045351474,/workspace/AVE_Datasetori/AVE_audio_latent/Xoz7A7C6-a8_126res_24fps.npy
/workspace/AVE_Datasetori/AVE_latents/Xq5oTX4-Hnc_126res_24fps.npy,Church bell,10.00780045351474,/workspace/AVE_Datasetori/AVE_audio_latent/Xq5oTX4-Hnc_126res_24fps.npy
/workspace/AVE_Datasetori/AVE_latents/XtayTXu581w_126res_24fps.npy,Church bell,10.031020408163265,/workspace/AVE_Datasetori/AVE_audio_latent/XtayTXu581w_126res_24fps.npy
/workspace/AVE_Datasetori/AVE_latents/YaqwKoHzVq8_126res_24fps.npy,Shofar,10.00780045351474,/workspace/AVE_Datasetori/AVE_audio_latent/YaqwKoHzVq8_126res_24fps.npy
/workspace/AVE_Datasetori/AVE_latents/Zlwu4AROYzg_126res_24fps.npy,Church bell,10.00780045351474,/workspace/AVE_Datasetori/AVE_audio_latent/Zlwu4AROYzg_126res_24fps.npy
/workspace/AVE_Datasetori/AVE_latents/_QQP43H56TA_126res_24fps.npy,Church bell,10.00780045351474,/workspace/AVE_Datasetori/AVE_audio_latent/_QQP43H56TA_126res_24fps.npy
/workspace/AVE_Datasetori/AVE_latents/_tGdoqj0Qh8_126res_24fps.npy,Shofar,10.00780045351474,/workspace/AVE_Datasetori/AVE_audio_latent/_tGdoqj0Qh8_126res_24fps.npy
/workspace/AVE_Datasetori/AVE_latents/aAM11PIFB4I_126res_24fps.npy,Church bell,10.00780045351474,/workspace/AVE_Datasetori/AVE_audio_latent/aAM11PIFB4I_126res_24fps.npy
/workspace/AVE_Datasetori/AVE_latents/aCFSsc8Q4So_126res_24fps.npy,Church bell,10.00780045351474,/workspace/AVE_Datasetori/AVE_audio_latent/aCFSsc8Q4So_126res_24fps.npy
/workspace/AVE_Datasetori/AVE_latents/aCyWUJkT_5U_126res_24fps.npy,Church bell,10.00780045351474,/workspace/AVE_Datasetori/AVE_audio_latent/aCyWUJkT_5U_126res_24fps.npy
/workspace/AVE_Datasetori/AVE_latents/aITbvftspRA_126res_24fps.npy,Church bell,10.00780045351474,/workspace/AVE_Datasetori/AVE_audio_latent/aITbvftspRA_126res_24fps.npy
/workspace/AVE_Datasetori/AVE_latents/aMacjQ9_4FY_126res_24fps.npy,Church bell,10.00780045351474,/workspace/AVE_Datasetori/AVE_audio_latent/aMacjQ9_4FY_126res_24fps.npy
/workspace/AVE_Datasetori/AVE_latents/aMqrOEG5AxE_126res_24fps.npy,Church bell,10.00780045351474,/workspace/AVE_Datasetori/AVE_audio_latent/aMqrOEG5AxE_126res_24fps.npy
/workspace/AVE_Datasetori/AVE_latents/ah-Z4NPR1v0_126res_24fps.npy,Church bell,10.004580498866213,/workspace/AVE_Datasetori/AVE_audio_latent/ah-Z4NPR1v0_126res_24fps.npy
/workspace/AVE_Datasetori/AVE_latents/b3AAWs6-uas_126res_24fps.npy,Church bell,10.00780045351474,/workspace/AVE_Datasetori/AVE_audio_latent/b3AAWs6-uas_126res_24fps.npy
/workspace/AVE_Datasetori/AVE_latents/b63av9FMnMA_126res_24fps.npy,Church bell,10.00780045351474,/workspace/AVE_Datasetori/AVE_audio_latent/b63av9FMnMA_126res_24fps.npy
/workspace/AVE_Datasetori/AVE_latents/b6nkPmL55po_126res_24fps.npy,Church bell,10.00780045351474,/workspace/AVE_Datasetori/AVE_audio_latent/b6nkPmL55po_126res_24fps.npy
/workspace/AVE_Datasetori/AVE_latents/bVhz9R6Mgrc_126res_24fps.npy,Shofar,10.00780045351474,/workspace/AVE_Datasetori/AVE_audio_latent/bVhz9R6Mgrc_126res_24fps.npy
/workspace/AVE_Datasetori/AVE_latents/b_CLr2QHAVA_126res_24fps.npy,Church bell,10.00780045351474,/workspace/AVE_Datasetori/AVE_audio_latent/b_CLr2QHAVA_126res_24fps.npy
/workspace/AVE_Datasetori/AVE_latents/bzWIuMC8Vl8_126res_24fps.npy,Church bell,10.00780045351474,/workspace/AVE_Datasetori/AVE_audio_latent/bzWIuMC8Vl8_126res_24fps.npy
/workspace/AVE_Datasetori/AVE_latents/c---zaDCTaE_126res_24fps.npy,Church bell,10.00780045351474,/workspace/AVE_Datasetori/AVE_audio_latent/c---zaDCTaE_126res_24fps.npy
/workspace/AVE_Datasetori/AVE_latents/cfoJrTWCMeA_126res_24fps.npy,Church bell,10.00780045351474,/workspace/AVE_Datasetori/AVE_audio_latent/cfoJrTWCMeA_126res_24fps.npy
/workspace/AVE_Datasetori/AVE_latents/cgR_NaxOFko_126res_24fps.npy,Shofar,10.00780045351474,/workspace/AVE_Datasetori/AVE_audio_latent/cgR_NaxOFko_126res_24fps.npy
/workspace/AVE_Datasetori/AVE_latents/cjhDu8BokA0_126res_24fps.npy,Church bell,10.00780045351474,/workspace/AVE_Datasetori/AVE_audio_latent/cjhDu8BokA0_126res_24fps.npy
/workspace/AVE_Datasetori/AVE_latents/csntczRbWvw_126res_24fps.npy,Shofar,10.00780045351474,/workspace/AVE_Datasetori/AVE_audio_latent/csntczRbWvw_126res_24fps.npy
/workspace/AVE_Datasetori/AVE_latents/czkGMBuN0HY_126res_24fps.npy,Shofar,10.00780045351474,/workspace/AVE_Datasetori/AVE_audio_latent/czkGMBuN0HY_126res_24fps.npy
/workspace/AVE_Datasetori/AVE_latents/d88slBelHe8_126res_24fps.npy,Church bell,10.00780045351474,/workspace/AVE_Datasetori/AVE_audio_latent/d88slBelHe8_126res_24fps.npy
/workspace/AVE_Datasetori/AVE_latents/dAcYOigmG88_126res_24fps.npy,Shofar,10.00780045351474,/workspace/AVE_Datasetori/AVE_audio_latent/dAcYOigmG88_126res_24fps.npy
/workspace/AVE_Datasetori/AVE_latents/dODwkYHQF9E_126res_24fps.npy,Church bell,10.00780045351474,/workspace/AVE_Datasetori/AVE_audio_latent/dODwkYHQF9E_126res_24fps.npy
/workspace/AVE_Datasetori/AVE_latents/dS8UpWyUilQ_126res_24fps.npy,Church bell,10.00780045351474,/workspace/AVE_Datasetori/AVE_audio_latent/dS8UpWyUilQ_126res_24fps.npy
/workspace/AVE_Datasetori/AVE_latents/dU2n2OJ-K7Q_126res_24fps.npy,Church bell,10.00780045351474,/workspace/AVE_Datasetori/AVE_audio_latent/dU2n2OJ-K7Q_126res_24fps.npy
/workspace/AVE_Datasetori/AVE_latents/dVeOxT3fT8c_126res_24fps.npy,Church bell,10.00780045351474,/workspace/AVE_Datasetori/AVE_audio_latent/dVeOxT3fT8c_126res_24fps.npy
/workspace/AVE_Datasetori/AVE_latents/ddU9u9pBszc_126res_24fps.npy,Shofar,10.00780045351474,/workspace/AVE_Datasetori/AVE_audio_latent/ddU9u9pBszc_126res_24fps.npy
/workspace/AVE_Datasetori/AVE_latents/dnGW30q_7IA_126res_24fps.npy,Church bell,10.00780045351474,/workspace/AVE_Datasetori/AVE_audio_latent/dnGW30q_7IA_126res_24fps.npy
/workspace/AVE_Datasetori/AVE_latents/e-MkVbRmlIo_126res_24fps.npy,Church bell,10.00780045351474,/workspace/AVE_Datasetori/AVE_audio_latent/e-MkVbRmlIo_126res_24fps.npy
/workspace/AVE_Datasetori/AVE_latents/e0vkDOf20AU_126res_24fps.npy,Church bell,10.00780045351474,/workspace/AVE_Datasetori/AVE_audio_latent/e0vkDOf20AU_126res_24fps.npy
/workspace/AVE_Datasetori/AVE_latents/eIARd5TSWBQ_126res_24fps.npy,Shofar,10.00780045351474,/workspace/AVE_Datasetori/AVE_audio_latent/eIARd5TSWBQ_126res_24fps.npy
/workspace/AVE_Datasetori/AVE_latents/eLJ-1bzHleU_126res_24fps.npy,Church bell,10.00780045351474,/workspace/AVE_Datasetori/AVE_audio_latent/eLJ-1bzHleU_126res_24fps.npy
/workspace/AVE_Datasetori/AVE_latents/ePf6temHLPg_126res_24fps.npy,Church bell,10.00780045351474,/workspace/AVE_Datasetori/AVE_audio_latent/ePf6temHLPg_126res_24fps.npy
/workspace/AVE_Datasetori/AVE_latents/eRF4KAXdn0w_126res_24fps.npy,Church bell,10.00780045351474,/workspace/AVE_Datasetori/AVE_audio_latent/eRF4KAXdn0w_126res_24fps.npy
/workspace/AVE_Datasetori/AVE_latents/eUPu03vkeXY_126res_24fps.npy,Shofar,10.00780045351474,/workspace/AVE_Datasetori/AVE_audio_latent/eUPu03vkeXY_126res_24fps.npy
/workspace/AVE_Datasetori/AVE_latents/eWrGKYS0TUY_126res_24fps.npy,Shofar,10.00780045351474,/workspace/AVE_Datasetori/AVE_audio_latent/eWrGKYS0TUY_126res_24fps.npy
/workspace/AVE_Datasetori/AVE_latents/eYYMdLk4IcY_126res_24fps.npy,Shofar,10.00780045351474,/workspace/AVE_Datasetori/AVE_audio_latent/eYYMdLk4IcY_126res_24fps.npy
/workspace/AVE_Datasetori/AVE_latents/e_5ngCwYckE_126res_24fps.npy,Church bell,10.00780045351474,/workspace/AVE_Datasetori/AVE_audio_latent/e_5ngCwYckE_126res_24fps.npy
/workspace/AVE_Datasetori/AVE_latents/ehtav23phEw_126res_24fps.npy,Church bell,10.00780045351474,/workspace/AVE_Datasetori/AVE_audio_latent/ehtav23phEw_126res_24fps.npy
/workspace/AVE_Datasetori/AVE_latents/etUOhOzhZ-c_126res_24fps.npy,Shofar,10.00780045351474,/workspace/AVE_Datasetori/AVE_audio_latent/etUOhOzhZ-c_126res_24fps.npy
/workspace/AVE_Datasetori/AVE_latents/f23LMB_tVEo_126res_24fps.npy,Shofar,10.00780045351474,/workspace/AVE_Datasetori/AVE_audio_latent/f23LMB_tVEo_126res_24fps.npy
/workspace/AVE_Datasetori/AVE_latents/f8uli6eFAss_126res_24fps.npy,Church bell,10.00780045351474,/workspace/AVE_Datasetori/AVE_audio_latent/f8uli6eFAss_126res_24fps.npy
/workspace/AVE_Datasetori/AVE_latents/fCZi6I6kPpU_126res_24fps.npy,Church bell,10.00780045351474,/workspace/AVE_Datasetori/AVE_audio_latent/fCZi6I6kPpU_126res_24fps.npy
/workspace/AVE_Datasetori/AVE_latents/fR1xYEILoPw_126res_24fps.npy,Shofar,10.00780045351474,/workspace/AVE_Datasetori/AVE_audio_latent/fR1xYEILoPw_126res_24fps.npy
/workspace/AVE_Datasetori/AVE_latents/fbjHO8McLxk_126res_24fps.npy,Church bell,10.00780045351474,/workspace/AVE_Datasetori/AVE_audio_latent/fbjHO8McLxk_126res_24fps.npy
/workspace/AVE_Datasetori/AVE_latents/frml0pfb_Jk_126res_24fps.npy,Church bell,10.00780045351474,/workspace/AVE_Datasetori/AVE_audio_latent/frml0pfb_Jk_126res_24fps.npy
/workspace/AVE_Datasetori/AVE_latents/fslKQERbUO0_126res_24fps.npy,Shofar,10.00780045351474,/workspace/AVE_Datasetori/AVE_audio_latent/fslKQERbUO0_126res_24fps.npy
/workspace/AVE_Datasetori/AVE_latents/g0DAdD46HB0_126res_24fps.npy,Church bell,10.00780045351474,/workspace/AVE_Datasetori/AVE_audio_latent/g0DAdD46HB0_126res_24fps.npy
/workspace/AVE_Datasetori/AVE_latents/g4yvlYbG1Mg_126res_24fps.npy,Church bell,10.00780045351474,/workspace/AVE_Datasetori/AVE_audio_latent/g4yvlYbG1Mg_126res_24fps.npy
/workspace/AVE_Datasetori/AVE_latents/g55aHorM9fc_126res_24fps.npy,Church bell,10.00780045351474,/workspace/AVE_Datasetori/AVE_audio_latent/g55aHorM9fc_126res_24fps.npy
/workspace/AVE_Datasetori/AVE_latents/g74_yD24iks_126res_24fps.npy,Church bell,9.999591836734695,/workspace/AVE_Datasetori/AVE_audio_latent/g74_yD24iks_126res_24fps.npy
/workspace/AVE_Datasetori/AVE_latents/gKWFm80IP0Q_126res_24fps.npy,Shofar,10.00780045351474,/workspace/AVE_Datasetori/AVE_audio_latent/gKWFm80IP0Q_126res_24fps.npy
/workspace/AVE_Datasetori/AVE_latents/gjCew0Kp0iM_126res_24fps.npy,Church bell,10.00780045351474,/workspace/AVE_Datasetori/AVE_audio_latent/gjCew0Kp0iM_126res_24fps.npy
/workspace/AVE_Datasetori/AVE_latents/gtqH0ghizQo_126res_24fps.npy,Church bell,10.00780045351474,/workspace/AVE_Datasetori/AVE_audio_latent/gtqH0ghizQo_126res_24fps.npy
/workspace/AVE_Datasetori/AVE_latents/gxI_VHCV6qM_126res_24fps.npy,Church bell,10.00780045351474,/workspace/AVE_Datasetori/AVE_audio_latent/gxI_VHCV6qM_126res_24fps.npy
/workspace/AVE_Datasetori/AVE_latents/h7yqAYAY8uw_126res_24fps.npy,Shofar,10.00780045351474,/workspace/AVE_Datasetori/AVE_audio_latent/h7yqAYAY8uw_126res_24fps.npy
/workspace/AVE_Datasetori/AVE_latents/hOuyJFqb4JM_126res_24fps.npy,Church bell,10.00780045351474,/workspace/AVE_Datasetori/AVE_audio_latent/hOuyJFqb4JM_126res_24fps.npy
/workspace/AVE_Datasetori/AVE_latents/hdstykfxcbw_126res_24fps.npy,Church bell,10.00780045351474,/workspace/AVE_Datasetori/AVE_audio_latent/hdstykfxcbw_126res_24fps.npy
/workspace/AVE_Datasetori/AVE_latents/howjD-RiwKA_126res_24fps.npy,Church bell,10.00780045351474,/workspace/AVE_Datasetori/AVE_audio_latent/howjD-RiwKA_126res_24fps.npy
/workspace/AVE_Datasetori/AVE_latents/i5DOcfr2h18_126res_24fps.npy,Church bell,10.00780045351474,/workspace/AVE_Datasetori/AVE_audio_latent/i5DOcfr2h18_126res_24fps.npy
/workspace/AVE_Datasetori/AVE_latents/i7LbVHMrs_8_126res_24fps.npy,Church bell,10.00780045351474,/workspace/AVE_Datasetori/AVE_audio_latent/i7LbVHMrs_8_126res_24fps.npy
/workspace/AVE_Datasetori/AVE_latents/iAendlwoWYU_126res_24fps.npy,Church bell,10.00780045351474,/workspace/AVE_Datasetori/AVE_audio_latent/iAendlwoWYU_126res_24fps.npy
/workspace/AVE_Datasetori/AVE_latents/iHCnXCi1-Xg_126res_24fps.npy,Church bell,10.00780045351474,/workspace/AVE_Datasetori/AVE_audio_latent/iHCnXCi1-Xg_126res_24fps.npy
/workspace/AVE_Datasetori/AVE_latents/iMBjRWoBkoI_126res_24fps.npy,Church bell,10.00780045351474,/workspace/AVE_Datasetori/AVE_audio_latent/iMBjRWoBkoI_126res_24fps.npy
/workspace/AVE_Datasetori/AVE_latents/iQLenBcK45s_126res_24fps.npy,Shofar,10.00780045351474,/workspace/AVE_Datasetori/AVE_audio_latent/iQLenBcK45s_126res_24fps.npy
/workspace/AVE_Datasetori/AVE_latents/iXpsqeezqJg_126res_24fps.npy,Church bell,10.009795918367347,/workspace/AVE_Datasetori/AVE_audio_latent/iXpsqeezqJg_126res_24fps.npy
